station_id,station_name,city,metro_line_id,line_name,latitude,longitude,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,timestamp,date,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,net_flow,transfer_count,current_occupancy,occupancy_percentage,crowd_density_level,avg_dwell_time,queue_length_at_gate,avg_wait_time_platform,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,frequency_deviation,platform_congestion_flag,gate_closure_recommended,alternate_route_suggested,alternate_station_id,alternate_mode_suggested,crowd_control_staff_deployed,barricade_status,announcement_triggered,escalator_status,lift_status,incident_type,incident_resolved_time,next_15min_inflow,next_15min_outflow,next_30min_occupancy_pct,crowd_level_class,is_anomalous_surge,surge_magnitude,recommended_action
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 12:00,2026/8/1,12:00,Saturday,1,Southbound,P-2,242,262,-20,28,90,0.02,Low,4.3,5,1.4,2,6.9,1800,0.1,154,44,44,136.6115702,245.9008264,73.15364788,0,None,0,None,1,0,Clear,31.3,0,171,0,None,0,0,0,0,6.9,6,0.9,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,215,318,0.022,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 12:15,2026/8/1,12:15,Saturday,1,Northbound,P-2,215,318,-103,29,68,0.015,Low,4.2,5,2.9,2,6.2,1800,0.1,137,39,39,139.8015873,251.6428571,74.19811532,0,None,0,None,1,0,Clear,31.3,0,73,0,None,0,0,0,0,6.2,6,0.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,234,265,0.151,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 12:30,2026/8/1,12:30,Saturday,1,Westbound,P-2,234,265,-31,45,100,0.022,Low,3,5,2.3,2,6.6,1800,0.1,149,43,42,143.7328244,258.719084,77.54828019,0,None,0,None,1,0,Clear,30.7,0,149,0,None,0,0,0,0,6.6,6,0.6,0,0,0,None,None,0,Stowed,0,Active,Under Maintenance,None,0,371,191,0.033,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 12:45,2026/8/1,12:45,Saturday,1,Westbound,P-1,371,191,180,104,680,0.151,Low,4.1,9,4.1,2,6.8,1800,0.16,237,68,66,146.5955882,263.8720588,80.01031218,0,None,0,None,1,0,Rain,30.2,12.2,124,0,None,0,0,0,0,6.8,6,0.8,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,294,304,0.067,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 13:00,2026/8/1,13:00,Saturday,1,Northbound,P-1,294,304,-10,50,149,0.033,Low,3.9,7,2.7,2,6.1,1800,0.1,187,54,53,149.9007092,269.8212766,81.85145997,0,None,0,None,1,0,Clear,26.7,0,66,0,None,0,0,0,0,6.1,6,0.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,276,242,0.034,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 13:15,2026/8/1,13:15,Saturday,1,Eastbound,P-1,276,242,34,106,302,0.067,Low,3.8,6,2.2,2,7.2,1800,0.1,176,50,50,154.1986301,277.5575342,86.03003644,0,None,0,None,1,0,Partly Cloudy,31.5,0,96,0,None,0,0,0,0,7.2,6,1.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,240,238,0.053,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 13:30,2026/8/1,13:30,Saturday,1,Westbound,P-4,240,238,2,58,152,0.034,Low,2.5,5,2,2,7.5,1800,0.1,153,44,43,156.8211921,282.2781457,86.35176787,0,None,0,None,1,0,Thunderstorm,36.7,8.8,188,0,None,0,0,0,0,7.5,6,1.5,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,275,327,0.026,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 13:45,2026/8/1,13:45,Saturday,1,Southbound,P-1,275,327,-52,103,237,0.053,Low,4.8,6,3.1,2,6.1,1800,0.1,175,50,50,159.9102564,287.8384615,87.46061763,0,None,0,None,1,0,Partly Cloudy,30.6,0,144,0,None,0,0,0,0,6.1,6,0.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,293,300,0.092,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 14:00,2026/8/1,14:00,Saturday,1,Westbound,P-4,293,300,-7,34,118,0.026,Low,3.5,7,1.9,2,6.7,1800,0.1,187,53,53,163.242236,293.8360248,89.37056118,0,None,0,None,1,0,Clear,35.7,0,142,0,None,0,0,0,0,6.7,6,0.7,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,287,220,0.024,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 14:15,2026/8/1,14:15,Saturday,1,Southbound,P-3,287,220,67,69,414,0.092,Low,4,7,2.1,2,6.7,1800,0.1,183,52,52,165.1144578,297.2060241,89.07493697,0,None,0,None,1,0,Clear,31.1,0,208,0,None,0,0,0,0,6.7,6,0.7,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,240,281,0.076,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 14:30,2026/8/1,14:30,Saturday,1,Southbound,P-2,240,281,-41,51,106,0.024,Low,2.4,5,2.8,2,6.5,1800,0.1,153,44,43,167.0994152,300.7789474,89.55876513,0,None,0,None,1,0,Clear,27,0,141,0,None,0,0,0,0,6.5,6,0.5,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,305,348,0.074,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 14:45,2026/8/1,14:45,Saturday,1,Southbound,P-1,305,348,-43,115,342,0.076,Low,4.3,7,3.5,2,6,1800,0.1,195,56,54,168.6306818,303.5352273,89.89419159,0,None,0,None,1,0,Clear,30.9,0,120,0,None,0,0,0,0,6,6,0,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,317,351,0.048,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 15:00,2026/8/1,15:00,Saturday,1,Southbound,P-1,317,351,-34,98,333,0.074,Low,3.6,7,2.4,2,7.2,1800,0.1,202,58,57,170.9226519,307.6607735,90.66387609,0,None,0,None,1,0,Clear,25,0,191,0,None,0,0,0,0,7.2,6,1.2,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,289,295,0.045,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 15:15,2026/8/1,15:15,Saturday,1,Eastbound,P-1,289,295,-6,56,215,0.048,Low,2.8,7,2.2,2,5.9,1800,0.1,184,53,52,172.8817204,311.1870968,91.01628598,0,None,0,None,1,0,Clear,30.9,0,159,0,None,0,0,0,0,5.9,6,-0.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,239,236,0.03,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 15:30,2026/8/1,15:30,Saturday,1,Northbound,P-1,239,236,3,73,203,0.045,Low,2,5,1.6,2,7.1,1800,0.1,152,44,43,175.7853403,316.4136126,92.74867566,0,None,0,None,1,0,Partly Cloudy,27.8,0,163,0,None,0,0,0,0,7.1,6,1.1,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,236,295,0.052,Low,0,0,Normal Operations
STN001,Rajiv Chowk,Delhi,L_YEL_BLU,Yellow-Blue,28.6328,77.2197,Central,Underground,1,4,8,12,4,6,24,2000,5000,4500,15,"Commercial, Retail","Bus, Auto, Taxi",Tier-1,2026-8-1 15:45,2026/8/1,15:45,Saturday,1,Southbound,P-2,236,295,-59,58,135,0.03,Low,3.8,5,2.2,2,6.8,1800,0.1,150,43,43,176.3622449,317.4520408,91.84058878,0,None,0,None,1,0,Rain,36.9,5.9,98,0,None,0,0,0,0,6.8,6,0.8,0,0,0,None,None,0,Stowed,0,Active,Active,None,0,245,295,0.151,Low,0,0,"Deploy Floor Mats, Prepare for Slow Clearance"
