station_id,station_name,city,metro_line_id,line_name,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,date,timestamp,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,net_flow,transfer_count,current_occupancy,occupancy_percentage,avg_dwell_time,queue_length_at_gate,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,crowd_level_class
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,14,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-01,2026-07-01 16:00:00,16-17,Wednesday,0,Outbound,DEL001-P1,2342,1974,368,389,1247,59.35,5.71,17,9,6.7,2200,0.2,1449,296,131,2261,3052,361,0,,0,,1,0,Rain,34.2,5.7,208,0,,0.0,0,0,0,6.21,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,13,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-01,2026-07-01 17:00:00,17-18,Wednesday,0,Inbound,DEL001-P1,2462,1933,529,462,1654,78.72,6.69,7,8,7.5,1500,0.244,1663,306,195,2261,3052,361,0,,0,,0,1,Clear,29.7,0.0,175,0,,0.0,0,0,0,9.63,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,7,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-01,2026-07-01 18:00:00,18-19,Wednesday,0,Outbound,DEL001-P1,2196,2116,80,333,700,33.32,2.34,24,10,6.0,1800,0.2,1503,243,93,2261,3052,361,0,,0,,0,1,Clear,31.8,0.0,64,0,,0.0,0,0,0,8.28,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,10,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-01,2026-07-01 19:00:00,19-20,Wednesday,0,Inbound,DEL001-P1,2665,1760,905,526,2101,100.0,6.08,12,7,8.6,1200,0.38,1755,442,136,2261,3052,361,0,,0,,0,1,Clear,29.5,0.0,157,0,,0.0,0,0,0,9.02,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,7,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-01,2026-07-01 20:00:00,20-21,Wednesday,0,Inbound,DEL001-P1,2640,2553,87,487,663,31.56,2.94,6,10,6.0,1800,0.2,1571,353,105,2261,3052,361,0,,0,,0,0,Clear,33.9,0.0,183,0,,0.0,0,0,0,4.45,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,5,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-01,2026-07-01 21:00:00,21-22,Wednesday,0,Outbound,DEL001-P1,1106,1089,17,219,476,22.66,2.64,20,9,6.7,1500,0.2,654,115,71,1027,1386,164,0,,0,,0,0,Rain,27.6,3.5,201,0,,0.0,0,0,0,7.65,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,7,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 06:00:00,06-07,Thursday,0,Outbound,DEL001-P1,998,985,13,161,509,24.23,5.44,0,7,8.6,1200,0.2,712,118,41,1027,1386,164,0,,0,,0,0,Rain,35.6,5.1,132,0,,0.0,0,0,0,9.5,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,6,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 07:00:00,07-08,Thursday,0,Inbound,DEL001-P1,2164,2118,46,461,639,30.41,5.66,8,8,7.5,1500,0.219,1251,383,170,2398,3237,383,0,,0,,1,0,Clear,35.3,0.0,203,0,,0.0,0,0,0,6.75,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,13,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 08:00:00,08-09,Thursday,0,Inbound,DEL001-P1,2048,2046,2,351,647,30.79,4.76,17,7,8.6,2200,0.2,1255,247,149,2398,3237,383,0,,0,,1,1,Rain,34.4,4.5,144,0,,0.0,0,0,0,8.34,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,12,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 09:00:00,09-10,Thursday,0,Outbound,DEL001-P1,2197,2495,-298,393,0,0.0,2.47,12,6,10.0,1500,0.288,1549,452,145,2398,3237,383,0,,0,,0,1,Rain,26.4,10.5,208,0,,0.0,0,0,0,9.78,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,12,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 10:00:00,10-11,Thursday,0,Outbound,DEL001-P1,1502,1158,344,299,1280,60.92,5.3,16,10,6.0,1800,0.2,951,308,96,1370,1849,219,0,,0,,0,1,Light Rain,33.6,6.5,75,0,,0.0,0,0,0,7.74,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 11:00:00,11-12,Thursday,0,Outbound,DEL001-P1,1387,1074,313,207,1245,59.26,5.22,11,7,8.6,1200,0.2,883,254,46,1370,1849,219,0,,0,,0,0,Light Rain,29.7,9.7,88,0,,0.0,0,0,0,8.84,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 12:00:00,12-13,Thursday,0,Outbound,DEL001-P1,1418,1285,133,236,782,37.22,3.85,17,8,7.5,1200,0.2,873,178,119,1370,1849,219,0,,0,,0,0,Rain,33.8,12.7,113,0,,0.0,0,0,0,6.85,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,7,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 13:00:00,13-14,Thursday,0,Inbound,DEL001-P1,1119,1328,-209,177,0,0.0,4.81,12,9,6.7,2200,0.2,822,184,87,1370,1849,219,0,,0,,0,0,Light Rain,23.9,9.9,68,0,,0.0,0,0,0,5.02,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 14:00:00,14-15,Thursday,0,Inbound,DEL001-P1,1248,1233,15,227,700,33.32,4.43,24,11,5.5,1800,0.2,795,173,117,1370,1849,219,0,,0,,1,0,Clear,35.2,0.0,106,0,,0.0,0,0,0,7.59,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 15:00:00,15-16,Thursday,0,Outbound,DEL001-P1,1228,1201,27,251,547,26.04,2.37,35,11,5.5,1200,0.2,702,229,53,1370,1849,219,0,,0,,1,0,Light Rain,29.8,3.5,83,0,,0.0,0,0,0,7.44,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,11,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 16:00:00,16-17,Thursday,0,Inbound,DEL001-P1,2493,1984,509,361,1676,79.77,3.66,20,6,10.0,1200,0.396,1778,358,83,2261,3052,361,0,,0,,1,0,Light Rain,34.2,1.4,98,0,,0.0,0,0,0,10.53,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 17:00:00,17-18,Thursday,0,Outbound,DEL001-P1,1978,1342,636,310,1803,85.82,2.59,0,10,6.0,2200,0.2,1264,243,79,2261,3052,361,0,,0,,0,1,Cloudy,33.2,0.8,61,0,,0.0,0,0,0,11.19,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,10,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 18:00:00,18-19,Thursday,0,Inbound,DEL001-P1,2537,1961,576,515,2049,97.52,4.63,17,7,8.6,1200,0.363,1800,348,95,2261,3052,361,0,,0,,0,1,Rain,28.3,12.9,134,0,,0.0,0,0,0,7.81,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 19:00:00,19-20,Thursday,0,Inbound,DEL001-P1,1528,2124,-596,296,0,0.0,6.31,22,6,10.0,1500,0.203,1115,222,53,2261,3052,361,0,,0,,0,1,Clear,29.7,0.0,180,0,,0.0,0,0,0,7.8,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,6,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 20:00:00,20-21,Thursday,0,Inbound,DEL001-P1,2192,2076,116,471,777,36.98,3.92,25,8,7.5,2200,0.2,1479,301,110,2261,3052,361,0,,0,,0,0,Rain,25.4,7.8,126,0,,0.0,0,0,0,7.45,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-02,2026-07-02 21:00:00,21-22,Thursday,0,Inbound,DEL001-P1,949,1005,-56,138,404,19.23,2.32,2,8,7.5,1500,0.2,545,187,90,1027,1386,164,0,,0,,0,0,Cloudy,25.4,1.4,205,0,,0.0,0,0,0,4.43,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 06:00:00,06-07,Friday,0,Outbound,DEL001-P1,1020,1077,-57,213,411,19.56,5.01,11,6,10.0,1800,0.2,717,177,80,1027,1386,164,0,,0,,0,0,Rain,32.7,2.0,193,0,,0.0,0,0,0,8.24,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,4,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 07:00:00,07-08,Friday,0,Inbound,DEL001-P1,2501,1832,669,535,1822,86.72,1.68,17,9,6.7,1800,0.2,1846,324,108,2398,3237,383,0,,0,,1,0,Rain,35.3,13.5,189,0,,0.0,0,0,0,7.58,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 08:00:00,08-09,Friday,0,Outbound,DEL001-P1,2913,2129,784,604,2078,98.91,1.99,11,8,7.5,2200,0.2,1917,331,178,2398,3237,383,0,,0,,1,1,Cloudy,31.4,1.0,84,0,,0.0,0,0,0,7.56,8,1,High
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,13,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 09:00:00,09-10,Friday,0,Outbound,DEL001-P1,2507,2447,60,502,545,25.94,6.91,18,8,7.5,1200,0.313,1625,452,89,2398,3237,383,0,,0,,0,1,Clear,33.7,0.0,146,0,,0.0,0,0,0,8.24,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,11,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 10:00:00,10-11,Friday,0,Inbound,DEL001-P1,1495,1201,294,219,1119,53.26,6.14,23,6,10.0,2200,0.2,988,306,48,1370,1849,219,0,,0,,0,1,Clear,26.9,0.0,152,0,,0.0,0,0,0,6.03,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,11,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 11:00:00,11-12,Friday,0,Outbound,DEL001-P1,1361,1241,120,202,804,38.27,2.19,7,9,6.7,1800,0.2,936,290,47,1370,1849,219,0,,0,,0,0,Clear,30.4,0.0,85,0,,0.0,0,0,0,6.14,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 12:00:00,12-13,Friday,0,Outbound,DEL001-P1,1333,1213,120,255,756,35.98,1.78,13,10,6.0,1800,0.2,799,170,91,1370,1849,219,0,,0,,0,0,Light Rain,33.0,13.7,113,0,,0.0,0,0,0,7.4,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 13:00:00,13-14,Friday,0,Inbound,DEL001-P1,1346,1281,65,215,495,23.56,4.66,15,8,7.5,1200,0.2,821,294,116,1370,1849,219,0,,0,,0,0,Rain,31.8,11.5,193,0,,0.0,0,0,0,8.07,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,5,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 14:00:00,14-15,Friday,0,Outbound,DEL001-P1,1054,988,66,200,654,31.13,3.88,0,9,6.7,2200,0.2,707,134,72,1370,1849,219,0,,0,,1,0,Clear,29.4,0.0,182,0,,0.0,0,0,0,7.03,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,12,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 15:00:00,15-16,Friday,0,Inbound,DEL001-P1,1359,1251,108,275,875,41.65,4.53,4,10,6.0,1200,0.2,763,230,111,1370,1849,219,0,,0,,1,0,Cloudy,29.9,0.6,168,0,,0.0,0,0,0,6.0,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 16:00:00,16-17,Friday,0,Outbound,DEL001-P1,2258,2225,33,333,663,31.56,1.58,3,7,8.6,2200,0.2,1340,441,190,2261,3052,361,0,,0,,1,0,Rain,29.0,5.9,123,0,,0.0,0,0,0,4.82,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,11,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 17:00:00,17-18,Friday,0,Outbound,DEL001-P1,2050,1930,120,431,789,37.55,2.04,4,10,6.0,2200,0.2,1151,220,133,2261,3052,361,0,,0,,0,1,Clear,28.2,0.0,170,0,,0.0,0,0,0,10.37,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 18:00:00,18-19,Friday,0,Inbound,DEL001-P1,2516,2186,330,431,1210,57.59,3.1,20,6,10.0,2200,0.223,1844,260,145,2261,3052,361,0,,0,,0,1,Clear,28.9,0.0,166,0,,0.0,0,0,0,5.85,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,12,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 19:00:00,19-20,Friday,0,Inbound,DEL001-P1,2075,2275,-200,364,170,8.09,4.52,15,10,6.0,2200,0.2,1441,299,149,2261,3052,361,0,,0,,0,1,Light Rain,30.0,10.8,111,0,,0.0,0,0,0,8.07,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 20:00:00,20-21,Friday,0,Outbound,DEL001-P1,2270,2001,269,367,1154,54.93,5.89,23,9,6.7,1200,0.244,1530,331,181,2261,3052,361,0,,0,,0,0,Rain,28.8,12.0,55,0,,0.0,0,0,0,6.4,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,9,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-03,2026-07-03 21:00:00,21-22,Friday,0,Inbound,DEL001-P1,995,949,46,154,577,27.46,4.28,12,6,10.0,1500,0.2,558,204,93,1027,1386,164,0,,0,,0,0,Cloudy,33.8,1.9,105,0,,0.0,0,0,0,6.38,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 06:00:00,06-07,Saturday,1,Inbound,DEL001-P1,784,594,190,144,932,44.36,4.93,33,6,10.0,1500,0.2,485,164,38,698,942,111,0,,0,,0,0,Clear,28.9,0.0,141,0,,0.0,0,0,0,7.54,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,8,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 07:00:00,07-08,Saturday,1,Inbound,DEL001-P1,1365,1370,-5,290,437,20.8,5.35,20,8,7.5,2200,0.2,925,270,83,1630,2200,260,0,,0,,1,0,Light Rain,26.1,9.3,97,0,,0.0,0,0,0,8.6,8,0,Low
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,5,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 08:00:00,08-09,Saturday,1,Outbound,DEL001-P1,1630,1421,209,259,946,45.03,3.71,8,9,6.7,2200,0.2,1172,250,131,1630,2200,260,0,,0,,1,1,Cloudy,34.9,0.4,176,0,,0.0,0,0,0,7.05,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,4,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 09:00:00,09-10,Saturday,1,Outbound,DEL001-P1,1534,1151,383,309,1274,60.64,3.06,5,8,7.5,1200,0.2,1094,242,56,1630,2200,260,0,,0,,0,1,Cloudy,35.0,0.8,82,0,,0.0,0,0,0,7.87,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,12,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 10:00:00,10-11,Saturday,1,Inbound,DEL001-P1,995,722,273,203,1023,48.69,3.8,29,6,10.0,2200,0.2,725,216,93,931,1256,148,0,,0,,0,1,Rain,24.5,5.2,70,0,,0.0,0,0,0,6.96,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,10,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 11:00:00,11-12,Saturday,1,Inbound,DEL001-P1,1071,804,267,184,1074,51.12,6.62,22,7,8.6,2200,0.2,645,182,49,931,1256,148,0,,0,,0,0,Light Rain,23.4,3.8,203,0,,0.0,0,0,0,10.0,8,0,Medium
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,5,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-04,2026-07-04 12:00:00,12-13,Saturday,1,Outbound,DEL001-P1,969,823,146,207,1061,50.5,1.74,1,7,8.6,1800,0.2,640,168,46,931,1256,148,0,,0,,0,0,Cloudy,33.7,0.7,57,0,,0.0,0,0,0,9.43,8,0,Medium
